#name,airport,city,country,description,type,latitude,longitude
Four Seasons SCOTTSDALE,PHX,,US,Four Seasons,Luxury hotel,,
JW Marriott Phoenix Desert Ridge Resort & Spa,PHX,,US,JW Marriott,Luxury hotel,,
JW Marriott Scottsdale Camelback Inn Resort & Spa,PHX,,US,JW Marriott,Luxury hotel,,
Andaz Scottsdale Resort & Bungalows,PHX,Phoenix,US,,Luxury hotel,,
Royal Palms Resort and Spa,PHX,,US,,Luxury hotel,,
Fairmont Scottsdale Princess,PHX,Phoenix,US,,Luxury hotel,33.606,-111.9326
JW Marriott Clearwater Beach Resort & Spa,PIE,,US,JW Marriott,Luxury hotel,,
Glenapp Castle,PIK,,GB,,Luxury hotel,,
Commune By The Great Wall,PKX,,CN,Hyatt Unbound,Luxury hotel,,
JW Marriott Hotel Beijing,PKX,Beijing,CN,JW Marriott,Luxury hotel,,
Rosewood Beijing,PKX,Beijing,CN,Rosewood Hotel,Luxury hotel,,
Shangri-La Shougang Park,PKX,Beijing,CN,,Luxury hotel,39.8842,116.2833
Kerry Hotel,PKX,Beijing,CN,,Luxury hotel,39.9075,116.3972
Conrad Beijing,PKX,Beijing,CN,,Luxury hotel,,
Fairmont Beijing,PKX,,CN,,Luxury hotel,,
Tsinghua University,PKX,Beijing,CN,,University,,
Mackinac Island,PLN,,US,,Elite residential,,
Amanyara,PLS,,TC,Aman resorts,Luxury hotel,,
COMO Parrot Cay,PLS,,TC,COMO,Luxury hotel,,
Salterra,PLS,,TC,Luxury Collection Hotels,Luxury hotel,,
The Ritz-Carlton Turks & Caicos,PLS,,TC,Ritz-Carlton,Luxury hotel,,
Rosewood South Caicos,PLS,,TC,Rosewood Hotel,Luxury hotel,,
Grace Bay Resorts,PLS,,TC,,Luxury hotel,,
Castillo Hotel Son Vida,PMI,,ES,Luxury Collection Hotels,Luxury hotel,,
The St. Regis Mardavall Mallorca Resort,PMI,,ES,St. Regis,Luxury hotel,,
La Residencia,PMI,,ES,,Luxury hotel,,
Cap Rocat,PMI,Palma,ES,,Luxury hotel,,
Belmond La Residencia,PMI,Palma de Mallorca,ES,,Luxury hotel,,
Cap Vermell Grand Hotel ,PMI,,ES,,Luxury hotel,,
Villa Igiea,PMO,Palermo,IT,Rocco Forte Hotel,Luxury hotel,38.1994,13.3614
Verdura Resort,PMO,Palermo,IT,Rocco Forte Hotel,Luxury hotel,37.9014,12.7747
Villa Igiea,PMO,Palermo,IT,,Luxury hotel,,
Rosewood Phnom Penh,PNH,,KH,Rosewood Hotel,Luxury hotel,,
Raffles Hotel Le Royal,PNH,Phnom Penh,KH,,Luxury hotel,,
JW Marriott Hotel Pune,PNQ,,IN,JW Marriott,Luxury hotel,,
The Ritz-Carlton Pune,PNQ,,IN,Ritz-Carlton,Luxury hotel,,
Conrad Pune,PNQ,Pune,IN,,Luxury hotel,,
The Ocean Club,POP,,DO,Luxury Collection Hotels,Luxury hotel,,
Rosewood Río San Juan,POP,,DO,Rosewood Hotel,Luxury hotel,,
Daydream Island Resort,PPP,,AU,,Luxury hotel,,
Palawan,PPS,,PH,Explore hidden lagoons and pristine beaches with exclusive island resorts offering private pools and personalized service.,Adventure Tourism,,
Amanpulo,PPS,,PH,Aman resorts,Luxury hotel,,
JW Marriott Phu Quoc Emerald Bay Resort & Spa,PQC,,VN,JW Marriott,Luxury hotel,,
Phu Quoc Island,PQC,,VN,,Luxury hotel,,
Ženevský Smíchov,PRG,,CZ,Upscale area along the Vltava River with modern apartments,Elite residential,,
Four Seasons PRAGUE,PRG,,CZ,Four Seasons,Luxury hotel,,
Augustine,PRG,,CZ,Luxury Collection Hotels,Luxury hotel,,
Mandarin Oriental Prague,PRG,,CZ,Mandarin Oriental,Luxury hotel,,
Andaz Prague,PRG,Prague,CZ,,Luxury hotel,,
Tuscan estates,PSA,Firenze,IT,,Elite residential,,
Pisa,PSA,,IT,,Elite residential,,
JW Marriott Desert Springs Resort & Spa,PSP,,US,JW Marriott,Luxury hotel,,
Dive Palm Springs,PSP,,US,MICHELIN One Key Hotel,Luxury hotel,,
Holiday House Palm Springs,PSP,,US,MICHELIN One Key Hotel,Luxury hotel,,
La Serena Villas,PSP,,US,MICHELIN One Key Hotel,Luxury hotel,,
Sparrows Lodge ,PSP,,US,MICHELIN One Key Hotel,Luxury hotel,,
The Ritz-Carlton Rancho Mirage,PSP,,US,Ritz-Carlton,Luxury hotel,,
Hotel La Compañia,PTY,,PA,Hyatt Unbound,Luxury hotel,,
JW Marriott Panama,PTY,,PA,JW Marriott,Luxury hotel,,
The Santa Maria,PTY,,PA,Luxury Collection Hotels,Luxury hotel,,
Waldorf Astoria Panama,PTY,Panama City,PA,,Luxury hotel,,
Exclusive resort and residential area for the wealthy,PUJ,,DO,,Elite residential,,
Sanctuary Cap Cana,PUJ,,DO,Luxury Collection Hotels,Luxury hotel,,
Torres del Paine National Park,PUQ,,CL,,Adventure Tourism,,
Park Hyatt Busan,PUS,,KR,,Luxury hotel,,
SIGNIELl Busan,PUS,,KR,,Luxury hotel,,
Grand Hotel Brioni Pula,PUY,,HR,Radisson Collection Hotel,Luxury hotel,44.8381844,13.8307362
Grand Park Hotel Rovinj,PUY,,HR,,Luxury hotel,,
The Vanderbilt,PVD,,US,Auberge Resorts,Luxury hotel,,
Chinese GP,PVG,,CN,Formula One race held at the Shanghai International Circuit,Elite Destination,31.33889,121.21972
Bulgari Hotel Shanghai,PVG,Shanghai,CN,Bulgari Hotel,Luxury hotel,,
Shanghai EDITION,PVG,Shanghai,CN,EDITION,Luxury hotel,,
JW Marriott Hotel Shanghai at Tomorrow Square,PVG,Shanghai,CN,JW Marriott,Luxury hotel,,
JW Marriott Hotel Shanghai Changfeng Park,PVG,Shanghai,CN,JW Marriott,Luxury hotel,,
JW Marriott Hotel Shanghai Fengxian,PVG,Shanghai,CN,JW Marriott,Luxury hotel,,
JW Marriott Marquis Hotel Shanghai Pudong,PVG,Shanghai,CN,JW Marriott,Luxury hotel,,
Mandarin Oriental Shanghai,PVG,Shanghai,CN,Mandarin Oriental,Luxury hotel,,
Hyland Shanghai,PVG,Shanghai,CN,Radisson Collection Hotel,Luxury hotel,31.2375336,121.476318
Xing Guo Shanghai,PVG,Shanghai,CN,Radisson Collection Hotel,Luxury hotel,31.2099361,121.434555
The Portman Ritz-Carlton Shanghai,PVG,Shanghai,CN,Ritz-Carlton,Luxury hotel,,
The Ritz-Carlton Shanghai Pudong,PVG,Shanghai,CN,Ritz-Carlton,Luxury hotel,,
Rosewood Shanghai,PVG,Shanghai,CN,Rosewood Hotel,Luxury hotel,,
The St. Regis Shanghai Jingan,PVG,Shanghai,CN,St. Regis,Luxury hotel,,
Shangri-La Shanghai,PVG,Shanghai,CN,,Luxury hotel,31.197222,121.433333
Shangri-La Qiantan,PVG,Shanghai,CN,,Luxury hotel,31.23,121.5
Pudong Shangri-La,PVG,Shanghai,CN,,Luxury hotel,31.23,121.5
Waldorf Astoria Shanghai on the Bund,PVG,Shanghai,CN,,Luxury hotel,,
Conrad Shanghai,PVG,Shanghai,CN,,Luxury hotel,,
Andaz Xintiandi Shanghai,PVG,Shanghai,CN,,Luxury hotel,,
Banyan Tree Shanghai On The Bund,PVG,Shanghai,CN,,Luxury hotel,,
Punta Mita,PVR,Puerto Vallarta,MX,,Elite residential,,
Susurros del Corazón,PVR,Puerto Vallarta,MX,Auberge Resorts,Luxury hotel,,
Four Seasons PUNTA MITA,PVR,Puerto Vallarta,MX,Four Seasons,Luxury hotel,,
Almare,PVR,Puerto Vallarta,MX,Luxury Collection Hotels,Luxury hotel,,
Montage Punta Mita,PVR,Puerto Vallarta,MX,Montage,Luxury hotel,,
The St. Regis Punta Mita Resort,PVR,Puerto Vallarta,MX,St. Regis,Luxury hotel,,
Conrad Punta de Mita,PVR,Puerto Vallarta,MX,,Luxury hotel,,
Hidden Pond,PWM,,US,,Luxury hotel,,
Inn by the Sea,PWM,,US,,Luxury hotel,,
White Barn Inn,PWM,,US,Auberge Resorts,Luxury hotel,,
Numu Boutique Hotel San Miguel de Allende,QRO,,MX,Hyatt Unbound,Luxury hotel,,
Caruso,QSR,Amalfi Coast,IT,Belmond Hotel,Luxury hotel,,
Villa Margherita,QSR,Amalfi Coast,IT,Belmond Hotel,Luxury hotel,,
Palazzo Pascal,QSR,,IT,Michelin key,Luxury hotel,,
Le Sirenuse,QSR,Positano,IT,Michelin key,Luxury hotel,,
Casa Angelina,QSR,Praiano,IT,Michelin key,Luxury hotel,,
Hotel Santa Caterina,QSR,Amalfi,IT,Michelin key,Luxury hotel,,
Borgo Santandrea,QSR,Amalfi,IT,Two Michelin keys,Luxury hotel,,
Amanjena,RAK,,MA,Aman resorts,Luxury hotel,,
Four Seasons MARRAKECH,RAK,,MA,Four Seasons,Luxury hotel,,
Mandarin Oriental Marrakech,RAK,,MA,Mandarin Oriental,Luxury hotel,,
Rosewood Marrakesh,RAK,,MA,Rosewood Hotel,Luxury hotel,,
The Oberoi,RAK,,MA,The Oberoi,Luxury hotel,,
La Mamounia Marrakech,RAK,,MA,,Luxury hotel,,
Four Seasons RABAT AT KASR AL BAHR,RBA,,MA,Four Seasons,Luxury hotel,,
Conrad Rabat Arzana,RBA,Rabat,MA,,Luxury hotel,,
Terra Dominicata — Hotel & Winery,REU,Reus,ES,,Luxury hotel,,
Shangri-La Hotel Yangon,RGN,Yangon,MM,,Luxury hotel,16.7834,96.1504
Belmond Governor's Residence,RGN,Yangon,MM,,Luxury hotel,,
Raja Ampat Islands,RJM,,ID,Dive into a biodiverse coral paradise with exclusive liveaboard diving experiences.,Adventure Tourism,,
The Ritz-Carlton Ras Al Khaimah,RKT,,AE,Ritz-Carlton,Luxury hotel,,
Waldorf Astoria Ras Al Khaimah,RKT,Ras Al Khaimah,AE,,Luxury hotel,,
Glenbrook,RNO,Reno,US,,Elite residential,,
The Ritz-Carlton Lake Tahoe,RNO,,US,Ritz-Carlton,Luxury hotel,,
Waldorf Astoria Lake Tahoe,RNO,Reno,US,,Luxury hotel,,
Primland Resort,ROA,,US,Auberge Resorts,Luxury hotel,,
Four Seasons PALAU EXPLORER (CRUISING RESORT),ROR,,PW,Four Seasons,Luxury hotel,,
Mayo Clinic,RST,,US,Renowned medical institution offering cutting-edge treatments and comprehensive executive health evaluations attracting clientele seeking the premier healthcare.,Elite Destination,,
Naples,RSW,,US,,Elite residential,,
Port Royal,RSW,,US,,Elite residential,,
JW Marriott Marco Island Beach Resort,RSW,,US,JW Marriott,Luxury hotel,,
The Ritz-Carlton Naples,RSW,,US,Ritz-Carlton,Luxury hotel,,
Al Olaya,RUH,Riyadh,SA,,Elite residential,,
Nofa Riyadh,RUH,Riyadh,SA,A Radisson Collection Resort,Luxury hotel,24.4057,45.9357224
Four Seasons RIYADH,RUH,,SA,Four Seasons,Luxury hotel,,
JW Marriott Hotel Riyadh,RUH,,SA,JW Marriott,Luxury hotel,,
Mandarin Oriental Riyadh,RUH,,SA,Mandarin Oriental,Luxury hotel,,
Mansard Riyadh,RUH,Riyadh,SA,Radisson Collection Hotel,Luxury hotel,24.7835,46.65165
The Ritz-Carlton Riyadh,RUH,,SA,Ritz-Carlton,Luxury hotel,,
The St. Regis Riyadh,RUH,,SA,St. Regis,Luxury hotel,,
Saba,SAB,,BQ,,Adventure Tourism,,
Bishop’s Lodge,SAF,,US,Auberge Resorts,Luxury hotel,,
Four Seasons SANTA FE,SAF,,US,Four Seasons,Luxury hotel,,
Rosewood Santa Fe,SAF,,US,Rosewood Hotel,Luxury hotel,,
Angkor Wat,SAI,,KH,,Adventure Tourism,,
Rosewood Siem Reap,SAI,,KH,Rosewood Hotel,Luxury hotel,,
La Résidence d’Angkor,SAI,,KH,,Luxury hotel,,
Belmond La Résidence d'Angkor,SAI,Siem Reap,KH,,Luxury hotel,,
Park Hyatt Siem Reap,SAI,Siem Reap,KH,,Luxury hotel,,
Raffles Grand Hotel D'Angkor,SAI,Siem Reap,KH,,Luxury hotel,,
Rancho Santa Fe,SAN,,US,Exclusive community known for its sprawling estates,Elite residential,,
Coronado,SAN,San Diego,US,,Elite residential,,
Four Seasons SAN DIEGO,SAN,,US,Four Seasons,Luxury hotel,,
Andaz San Diego,SAN,San Diego,US,,Luxury hotel,,
Park Hyatt Aviara Resort Golf Club & Spa,SAN,San Diego,US,,Luxury hotel,,
JW Marriott San Antonio Hill Country Resort & Spa,SAT,,US,JW Marriott,Luxury hotel,,
Grand Hyatt,SAT,,US,,Luxury hotel,,
JW Marriott Savannah Plant Riverside District,SAV,,US,JW Marriott,Luxury hotel,,
Montage Palmetto Bluff,SAV,,US,Montage,Luxury hotel,,
Andaz Savannah,SAV,Savannah,US,,Luxury hotel,,
Vadistanbul,SAW,istanbul,TR,Radisson Collection Hotel,Luxury hotel,41.1089859,28.9864826
The Inn at Mattei’s Tavern,SBA,,US,Auberge Resorts,Luxury hotel,,
Four Seasons SANTA BARBARA,SBA,,US,Four Seasons,Luxury hotel,,
El Encanto,SBA,,US,MICHELIN One Key Hotel,Luxury hotel,,
The Ritz-Carlton Bacara Santa Barbara,SBA,,US,Ritz-Carlton,Luxury hotel,,
Rosewood Montecito,SBA,,US,Rosewood Hotel,Luxury hotel,,
Belmond El Encanto,SBA,Santa Barbara,US,,Luxury hotel,,
Mar Monte Hotel,SBA,Santa Barbara,US,,Luxury hotel,,
Eden Rock - St Barths,SBH,,BL,Oetker Collection Hotels,Luxury hotel,,
Rosewood Saint Barthélemy,SBH,,BL,Rosewood Hotel,Luxury hotel,,
Hôtel Barrière Le Carl Gustaf,SBH,,BL,,Luxury hotel,,
Le Sereno Hotel Villas & Spa,SBH,,BL,,Luxury hotel,,
Le Tropical Hotel,SBH,,BL,,Luxury hotel,,
Hotel San Luis Obispo,SBP,,US,MICHELIN One Key Hotel,Luxury hotel,,
San Luis Creek Lodge,SBP,,US,MICHELIN One Key Hotel,Luxury hotel,,
Vitacura,SCL,,CL,Affluent neighborhood known for its high-end apartment buildings,Elite residential,,
The Ritz-Carlton Santiago,SCL,,CL,Ritz-Carlton,Luxury hotel,,
Portillo,SCL,,CL,,Ski Resort,,
Mandarin Oriental Santiago Spain,SCQ,,ES,Mandarin Oriental,Luxury hotel,,
JW Marriott Hotel Santo Domingo,SDQ,,DO,JW Marriott,Luxury hotel,,
Medina,SEA,,US,,Elite residential,,
Mercer Island,SEA,,US,,Elite residential,,
Four Seasons SEATTLE,SEA,,US,Four Seasons,Luxury hotel,,
Lotte Hotel Seattle,SEA,,US,,Luxury hotel,,
Kimpton Palladian Hotel,SEA,,US,,Luxury hotel,,
Fairmont Olympic Hotel,SEA,,US,,Luxury hotel,,
Grand Hyatt,SEA,,US,,Luxury hotel,,
University of Washington ,SEA,,US,,University,,
Four Seasons SERENGETI,SEU,,SC,Four Seasons,Luxury hotel,,
Four Seasons SEYCHELLES,SEZ,,SC,Four Seasons,Luxury hotel,,
Four Seasons SEYCHELLES AT DESROCHES ISLAND,SEZ,,SC,Four Seasons,Luxury hotel,,
North Island,SEZ,,SC,Luxury Collection Hotels,Luxury hotel,,
Six Senses SEYCHELLES,SEZ,,SC,Six Senses Resorts,Luxury hotel,,
Waldorf Astoria Seychelles Platte Island,SEZ,Mahé,SC,,Luxury hotel,,
Banyan Tree Seychelles,SEZ,Mahé,SC,,Luxury hotel,,
Raffles Seychelles,SEZ,Mahé,SC,,Luxury hotel,,
Atherton,SFO,San Francisco,US,,Elite residential,,
Pacific Heights,SFO,San Francisco,US,,Elite residential,,
The Hearst Hotel,SFO,San Francisco,US,Auberge Resorts,Luxury hotel,,
Four Seasons SAN FRANCISCO AT EMBARCADERO,SFO,San Francisco,US,Four Seasons,Luxury hotel,,
JW Marriott San Francisco Union Square,SFO,San Francisco,US,JW Marriott,Luxury hotel,,
Canyon Ranch Woodside,SFO,,US,MICHELIN Three Key Hotel,Luxury hotel,,
The Ritz-Carlton Half Moon Bay,SFO,San Francisco,US,Ritz-Carlton,Luxury hotel,,
The Ritz-Carlton San Francisco,SFO,San Francisco,US,Ritz-Carlton,Luxury hotel,,
The St. Regis San Francisco,SFO,San Francisco,US,St. Regis,Luxury hotel,,
Waldorf Astoria San Francisco,SFO,San Francisco,US,,Luxury hotel,,
Grand Hyatt,SFO,,US,,Luxury hotel,,
Park Hyatt Saigon,SGN,Ho Chi Minh City,VN,,Luxury hotel,,
The Bund,SHA,Shanghai,CN,A historic waterfront district with stunning architecture and high-end residences overlooking the Huangpu River.,Elite residential,,
Shanghai,SHA,Shanghai,CN,,Elite residential,,
The Hongta Hotel,SHA,Shanghai,CN,Luxury Collection Hotels,Luxury hotel,,
Amanyangyun,SHA,Shanghai,CN,Aman resorts,Luxury hotel,,
Yangtze Shanghai,SHA,Shanghai,CN,Radisson Collection Hotel,Luxury hotel,31.2029438,121.404106
The Peninsula Shanghai,SHA,Shanghai,CN,The Peninsula,Luxury hotel,,
Kerry Hotel Pudong,SHA,Shanghai,CN,,Luxury hotel,31.23,121.5
Jing An Shangri-La,SHA,Shanghai,CN,,Luxury hotel,31.23,121.5
Shangri-La Shenyang,SHE,Shenyang,CN,,Luxury hotel,41.793333,123.433333
JEN Shenyang by Shangri-La,SHE,Shenyang,CN,,Luxury hotel,41.8,123.43
Conrad Shenyang,SHE,Shenyang,CN,,Luxury hotel,,
Ajman Saray,SHJ,,AE,Luxury Collection Hotels,Luxury hotel,,
Singapore GP,SIN,,SG,Formula One race held at the Marina Bay Street Circuit,Elite Destination,1.29153,103.86385
Emerald Hill,SIN,Singapore,SG,Charming colonial-era district with restored shophouses,Elite residential,,
Orchard Road,SIN,Singapore,SG,,Elite residential,,
Sentosa Cove,SIN,Singapore,SG,,Elite residential,,
COMO Metropolitan Singapore,SIN,Singapore,SG,COMO,Luxury hotel,,
Four Seasons SINGAPORE,SIN,Singapore,SG,Four Seasons,Luxury hotel,,
JW Marriott Hotel Singapore South Beach,SIN,Singapore,SG,JW Marriott,Luxury hotel,,
Mandarin Oriental Singapore,SIN,Singapore,SG,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Millenia Singapore,SIN,Singapore,SG,Ritz-Carlton,Luxury hotel,,
The St. Regis Singapore,SIN,Singapore,SG,St. Regis,Luxury hotel,,
Conrad Centennial Singapore,SIN,Singapore,SG,,Luxury hotel,,
Conrad Singapore Orchard,SIN,Singapore,SG,,Luxury hotel,,
Andaz Singapore,SIN,Singapore,SG,,Luxury hotel,,
Raffles Singapore,SIN,Singapore,SG,,Luxury hotel,,
Capella Resort,SIN,,SG,,Luxury hotel,,
Shangri-La Singapore,SIN,Singapore,SG,,Luxury hotel,1.3521,103.8198
National University of Singapore,SIN,Singapore,SG,,University,,
West Menlo Park,SJC,San Jose,US,,Elite residential,,
Los Altos Hills,SJC,San Jose,US,,Elite residential,,
Four Seasons PALO ALTO,SJC,San Francisco,US,Four Seasons,Luxury hotel,,
Rosewood Menlo Park,SJC,San Francisco,US,Rosewood Hotel,Luxury hotel,,
Esperanza,SJD,Los Cabos,MX,Auberge Resorts,Luxury hotel,,
Four Seasons CABO SAN LUCAS AT CABO DEL SOL,SJD,Los Cabos,MX,Four Seasons,Luxury hotel,,
Four Seasons LOS CABOS AT COSTA PALMAS™,SJD,Los Cabos,MX,Four Seasons,Luxury hotel,,
JW Marriott Los Cabos Beach Resort & Spa,SJD,Los Cabos,MX,JW Marriott,Luxury hotel,,
Solaz,SJD,Los Cabos,MX,Luxury Collection Hotels,Luxury hotel,,
Montage Los Cabos,SJD,Los Cabos,MX,Montage,Luxury hotel,,
One&Only,SJD,Los Cabos,MK,One&Only,Luxury hotel,,
Zadún,SJD,Los Cabos,MX,Ritz-Carlton,Luxury hotel,,
Rosewood Los Cabos,SJD,Los Cabos,MX,Rosewood Hotel,Luxury hotel,,
Waldorf Astoria Los Cabos Pedregal,SJD,San Jose del Cabo,MX,,Luxury hotel,,
Hacienda AltaGracia,SJO,,CR,Auberge Resorts,Luxury hotel,,
Four Seasons COSTA RICA,SJO,,CR,Four Seasons,Luxury hotel,,
Four Seasons TAMARINDO MÉXICO,SJO,,CR,Four Seasons,Luxury hotel,,
Condado,SJU,San Juan,PR,,Elite residential,,
Dorado Beach,SJU,,PR,Ritz-Carlton,Luxury hotel,,
The St. Regis Bahia Beach Resort,SJU,,PR,St. Regis,Luxury hotel,,
Frigate Bay,SKB,St. Kitts,KN,,Elite residential,,
Park Hyatt St. Kitts,SKB,Basseterre,KN,,Luxury hotel,,
Thessaloniki One&Only,SKG,,GR,One&Only,Luxury hotel,,
São Paulo,SKM,,BR,,Elite residential,,
Montage Deer Valley,SLC,,US,Montage,Luxury hotel,,
The St. Regis Deer Valley,SLC,,US,St. Regis,Luxury hotel,,
Waldorf Astoria Park City,SLC,Salt Lake City,US,,Luxury hotel,,
The Residences at Grand Hyatt Deer Valley,SLC,Salt Lake City,US,,Luxury hotel,,
The Lodge at Blue Sky,SLC,,US,Auberge Resorts,Ski Resort,,
Mirror Lake Inn Resort and Spa,SLK,,US,,Luxury hotel,,
Whiteface Lodge,SLK,,US,,Luxury hotel,,
Alila Hinu Bay,SLL,,OM,,Luxury hotel,,
Newport Beach,SNA,Los Angeles,US,,Elite residential,,
Santa Monica,SNA,Los Angeles,US,,Elite residential,,
Four Seasons LOS ANGELES,SNA,Los Angeles,US,Four Seasons,Luxury hotel,,
Anaheim Resort,SNA,Los Angeles,US,JW Marriott,Luxury hotel,,
The Ritz-Carlton Marina del Rey,SNA,Los Angeles,US,Ritz-Carlton,Luxury hotel,,
Resort at Pelican Hill,SNA,,US,,Luxury hotel,,
Waldorf Astoria Monarch Beach,SNA,Santa Ana,US,,Luxury hotel,,
Adare Manor,SNN,,IE,,Luxury hotel,,
Winchester College,SOU,Winchester,GB,,School,,
Alaia Belize,SPR,,BZ,,Luxury hotel,,
Cornaro Hotel,SPU,,HR,,Luxury hotel,,
Hotel Ambasador,SPU,,HR,,Luxury hotel,,
The Ritz-Carlton Sarasota,SRQ,,US,Ritz-Carlton,Luxury hotel,,
Fasano Salvador,SSA,,BR,,Luxury hotel,,
Four Seasons SHARM EL SHEIKH,SSH,,EG,Four Seasons,Luxury hotel,,
Four Seasons ST. LOUIS,STL,,US,Four Seasons,Luxury hotel,,
The Ritz-Carlton St. Louis,STL,,US,Ritz-Carlton,Luxury hotel,,
Solage,STS,,US,Auberge Resorts,Luxury hotel,,
Stanly Ranch,STS,,US,Auberge Resorts,Luxury hotel,,
Four Seasons NAPA VALLEY,STS,,US,Four Seasons,Luxury hotel,,
Rancho Caymus Inn,STS,,US,MICHELIN Key,Luxury hotel,,
Meadowood Napa Valley,STS,,US,MICHELIN Three Key Hotel,Luxury hotel,,
Milliken Creek,STS,,US,MICHELIN Two Key Hotel,Luxury hotel,,
Montage Healdsburg,STS,,US,Montage,Luxury hotel,,
Alila Napa Valley,STS,Santa Rosa,US,,Luxury hotel,,
Andaz Napa,STS,Santa Rosa,US,,Luxury hotel,,
Charlotte Amalie,STT,,VI,,Elite residential,,
The Ritz-Carlton St. Thomas,STT,,VI,Ritz-Carlton,Luxury hotel,,
Gallows Bay,STX,St. Croix,VI,,Elite residential,,
JW Marriott Hotel Surabaya,SUB,,ID,JW Marriott,Luxury hotel,,
Shangri-La Hotel Surabaya,SUB,Surabaya,ID,,Luxury hotel,-7.2456,112.7389
Ketchum,SUN,,US,,Elite residential,,
Sun Valley,SUN,,US,,Elite residential,,
Kremlin,SVO,,RU,,Elite Destination,,
Patriarshiye Ponds,SVO,Moscow,RU,Trendy neighborhood with upscale restaurants and designer boutiques,Elite residential,,
Lotte Hotel,SVO,,RU,,Luxury hotel,,
St. Regis Moscow Nikolskaya,SVO,,RU,,Luxury hotel,,
Hotel Alfonso XIII,SVQ,,ES,Luxury Collection Hotels,Luxury hotel,,
Magdalena Plaza Sevilla,SVQ,Seville,ES,Radisson Collection Hotel,Luxury hotel,37.39085,5.99705172
La Samanna,SXM,,SX,,Elite residential,,
La Samanna,SXM,,SX,,Elite residential,,
JW Marriott St. Maarten Beach Resort & Spa,SXM,,SX,JW Marriott,Luxury hotel,,
Belmond La Samanna,SXM,St. Martin,SX,,Luxury hotel,,
Riverfront Srinagar & Spa,SXR,srinagar,IN,Radisson Collection Hotel,Luxury hotel,34.0689735,74.8195
Darling Point,SYD,Sydney,AU,,Elite residential,,
Cremorne Point,SYD,Sydney,AU,,Elite residential,,
Bellevue Hill,SYD,Sydney,AU,,Elite residential,,
Vaucluse,SYD,Sydney,AU,,Elite residential,,
Four Seasons SYDNEY,SYD,Sydney,AU,Four Seasons,Luxury hotel,,
Park Hyatt Sydney,SYD,New South Wales,AU,Posh harbourside hotel across from the Sydney Opera House,Luxury hotel,,
Hilton Sydney,SYD,New South Wales,AU,Upscale lodging offering a brasserie,Luxury hotel,,
Blue Lagoon Beach Resort,SYD,New South Wales,AU,,Luxury hotel,,
NRMA Darlington Beach Holiday Resort,SYD,New South Wales,AU,,Luxury hotel,,
Waldorf Astoria Sydney,SYD,Sydney,AU,,Luxury hotel,,
Shangri-La Hotel,SYD,,AU,,Luxury hotel,,
Ace Hotel Sydney,SYD,,AU,,Luxury hotel,,
Kimpton Margot Sydney,SYD,,AU,,Luxury hotel,,
Capella Sydney,SYD,,AU,,Luxury hotel,,
Sanya EDITION,SYX,Sanya,CN,EDITION,Luxury hotel,,
Hainan Island,SYX,Sanya,CN,Exclusive tropical paradise with luxury beach resorts,Luxury hotel,,
JW Marriott Hotel Sanya Dadonghai Bay,SYX,Sanya,CN,JW Marriott,Luxury hotel,,
JW Marriott Sanya Haitang Bay Resort & Spa,SYX,Sanya,CN,JW Marriott,Luxury hotel,,
Mandarin Oriental Sanya,SYX,Sanya,CN,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Sanya Yalong Bay,SYX,Sanya,CN,Ritz-Carlton,Luxury hotel,,
Rosewood Sanya,SYX,Sanya,CN,Rosewood Hotel,Luxury hotel,,
The St. Regis Sanya Yalong Bay Resort,SYX,Sanya,CN,St. Regis,Luxury hotel,,
Waldorf Astoria Sanya,SYX,Sanya,CN,,Luxury hotel,,
Park Hyatt Sanya Sunny Bay Resort,SYX,Sanya,CN,,Luxury hotel,,
Banyan Tree Sanya,SYX,Sanya,CN,,Luxury hotel,,
Raffles Hainan Clear Water Bay,SYX,Sanya,CN,,Luxury hotel,,
Shangri-La Sanya,SYX,Sanya,CN,,Luxury hotel,18.2528,109.5119
Hotel Goldener Hirsch,SZG,,AT,Luxury Collection Hotels,Luxury hotel,,
Hotel Sacher Salzburg,SZG,,AT,,Luxury hotel,,
Kitzbühel,SZG,,AT,,Ski Resort,,
Four Seasons SHENZHEN,SZX,Shenzhen,CN,Four Seasons,Luxury hotel,,
JW Marriott Hotel Shenzhen,SZX,Shenzhen,CN,JW Marriott,Luxury hotel,,
JW Marriott Hotel Shenzhen Bao'an,SZX,Shenzhen,CN,JW Marriott,Luxury hotel,,
Mandarin Oriental Shenzhen,SZX,Shenzhen,CN,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Shenzhen,SZX,Shenzhen,CN,Ritz-Carlton,Luxury hotel,,
The St. Regis Shenzhen,SZX,Shenzhen,CN,St. Regis,Luxury hotel,,
Conrad Shenzhen,SZX,Shenzhen,CN,,Luxury hotel,,
Andaz Shenzhen Bay,SZX,Shenzhen,CN,,Luxury hotel,,
Raffles Shenzhen,SZX,Shenzhen,CN,,Luxury hotel,,
Shangri-La Shenzhen,SZX,Shenzhen,CN,,Luxury hotel,22.545833,114.086111
JEN Shenzhen Qianhai by Shangri-La,SZX,Shenzhen,CN,,Luxury hotel,22.5431,114.0579
Rosewood Pamalican,TAG,,PH,Rosewood Hotel,Luxury hotel,,
The St. Regis Qingdao,TAO,,CN,St. Regis,Luxury hotel,,
